Name,Rating,Advantage,Disadvantage,Reviews,Salary,Interview,Jobs,Industry,Employees,Ownership,Age,Location,Work Place
Ecom Express,4.0,"Skill Development / Learning, Work Life Balance",,3.3k,8.6k,167,31,Logistics , 10k-50k Employees , 12 years old , Gurgaon +637 more,,
Nagarjuna Construction Company,4.2,"Job Security, Salary & Benefits, Skill Development / Learning",,3.2k,10.3k,250,--,Engineering & Construction , 5k-10k Employees , Public , 26 years old , Hyderabad/Secunderabad +227 more,
Dell,4.2,"Work Life Balance, Company Culture, Skill Development / Learning",,3.4k,27.3k,323,38,Consumer Electronics & Appliances , 10k-50k Employees , Forbes Global 2000 , 40 years old , Round Rock +100 more,
Bajaj Auto,3.9,Promotions / Appraisal,,3.3k,13.2k,232,--,Automobile , 5k-10k Employees , Public , 79 years old , Pune +263 more,
KEC International,4.1,"Job Security, Company Culture, Skill Development / Learning",Promotions / Appraisal,3.2k,11.3k,254,--,Engineering & Construction , 5k-10k Employees , Public , 79 years old , Mumbai +266 more,
Future Group,4.3,"Skill Development / Learning, Company Culture, Work Life Balance",,3k,10.6k,72,--,Retail , 10k-50k Employees , Conglomerate , 11 years old , Mumbai +202 more,
Piramal Capital Housing Finance,4.2,"Company Culture, Skill Development / Learning, Work Life Balance",,3.1k,9k,153,--,NBFC , 1k-5k Employees , 4 years old , Mumbai +335 more,,
Aditya Birla Fashion and Retail,4.2,"Job Security, Skill Development / Learning, Company Culture",,3.1k,11.5k,152,17,Fashion & Textile , 10k-50k Employees , Fortune India 500 , 36 years old , Mumbai +232 more,
Muthoot Fincorp,4.0,"Job Security, Work Life Balance, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits",3.2k,8k,121,--,NBFC , 10k-50k Employees , Conglomerate , 137 years old , Trivandrum/Thiruvananthapuram +553 more,
Royal Enfield,4.3,"Skill Development / Learning, Company Culture, Work Satisfaction",,3k,13.4k,131,--,Automobile , 5k-10k Employees , 123 years old , Gurgaon/Gurugram +314 more,,
L&T Finance,4.0,Salary & Benefits,,3k,11k,123,--,NBFC , 10k-50k Employees , Public , 30 years old , Mumbai +478 more,
Viatris,4.2,"Salary & Benefits, Job Security, Work Life Balance",,2.8k,14k,119,--,Pharma , 10k-50k Employees , Forbes Global 2000 , 4 years old , Canonsburg +69 more,
Tata Communications,4.1,"Job Security, Company Culture, Skill Development / Learning",Promotions / Appraisal,3k,22.5k,219,--,Telecom , 5k-10k Employees , Public , 38 years old , Mumbai +87 more,
Samvardhana Motherson Group,3.8,Job Security,"Promotions / Appraisal, Work Life Balance",2.9k,13k,191,--,Auto Components , 1k-5k Employees , Public , 38 years old , Noida +82 more,
LG Electronics,4.0,"Job Security, Skill Development / Learning, Salary & Benefits",,3k,10k,162,--,Consumer Electronics & Appliances , 1k-5k Employees , Public , 66 years old , Seoul +251 more,
Intas Pharmaceuticals,4.2,"Job Security, Salary & Benefits, Work Life Balance",,3k,15.2k,171,39,Pharma , 10k-50k Employees , Fortune India 500 , 47 years old , Ahmedabad +116 more,
John Deere,4.2,"Company Culture, Skill Development / Learning, Work Life Balance",,3k,14.1k,191,--,Industrial Machinery , 5k-10k Employees , Fortune India 500 , 23 years old , Moline +121 more,
Varun Beverages,4.1,"Job Security, Salary & Benefits",Promotions / Appraisal,3k,9.9k,184,84,Beverage , 5k-10k Employees , Public , 29 years old , Gurgaon/Gurugram +289 more,
Kogta Financial India Limited,4.8,"Company Culture, Work Life Balance, Work Satisfaction",,3k,1.4k,69,27,NBFC , 1k-5k Employees , Public , 28 years old , Jaipur +207 more,
Persistent Systems,3.7,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",,3.2k,34.5k,456,--,IT Services & Consulting , 10k-50k Employees , Public , 34 years old , Pune +34 more,
Godrej & Boyce Manufacturing,3.9,Job Security,Promotions / Appraisal,2.9k,15.4k,153,--,Consumer Electronics & Appliances , 10k-50k Employees , Fortune India 500 , 127 years old , Mumbai +132 more,
Randstad,3.9,"Promotions / Appraisal, Job Security",,3k,13.8k,208,--,Recruitment , 5k-10k Employees , Conglomerate , 32 years old , Chennai +267 more,
Thermax Limited,4.2,"Job Security, Company Culture, Skill Development / Learning",,2.9k,11.8k,200,--,Industrial Machinery , 1k-5k Employees , Public , 58 years old , Pune +185 more,
Hetero Drugs,3.9,Job Security,"Promotions / Appraisal, Salary & Benefits",2.8k,13.7k,171,--,Pharma , 1k-5k Employees , 31 years old , Hyderabad/Secunderabad +47 more,,
Deutsche Bank,4.0,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,2.9k,32.1k,289,--,Banking , 10k-50k Employees , Fortune India 500 , 154 years old , Frankfurt +38 more,
Macleods Pharmaceuticals,3.8,Job Security,"Promotions / Appraisal, Company Culture",2.9k,14k,165,--,Pharma , 10k-50k Employees , Public , 38 years old , Mumbai +99 more,
Havells,4.1,"Work Life Balance, Salary & Benefits, Company Culture",,2.8k,12.4k,165,--,Electrical Equipment , 5k-10k Employees , Public , 41 years old , Noida +186 more,
CARS24,3.6,"Job Security, Promotions / Appraisal, Work Life Balance",,3k,12.6k,265,--,Internet , 5k-10k Employees , Indian Unicorn , 9 years old , Gurgaon +150 more,
Team Lease,4.0,Promotions / Appraisal,,2.8k,14.4k,172,--,Recruitment , 1k-5k Employees , Public , 8 years old , Bangalore/Bengaluru +312 more,
Subros,4.0,"Job Security, Skill Development / Learning, Company Culture","Salary & Benefits, Promotions / Appraisal",2.8k,11.9k,142,--,Auto Components , 1k-5k Employees , Public , 39 years old , Noida +61 more,
Sodexo,4.2,"Company Culture, Work Life Balance, Skill Development / Learning",,2.7k,9.4k,137,1.3k,Facility Management Services , 10k-50k Employees , Forbes Global 2000 , 16 years old , Issy les Moulineaux +132 more,
Abbott,4.2,"Company Culture, Skill Development / Learning, Salary & Benefits",Promotions / Appraisal,2.8k,10.8k,128,147,Pharma , 10k-50k Employees , Public , 136 years old , Illinois City +172 more,
VE Commercial Vehicles,4.1,"Job Security, Skill Development / Learning, Company Culture",Promotions / Appraisal,2.7k,12.4k,178,--,Automobile , 1k-5k Employees , 16 years old , Gurgaon/Gurugram +128 more,,
Indian Oil Corporation,4.4,"Work Life Balance, Company Culture, Job Security",,2.7k,7.6k,211,--,Oil & Gas , 10k-50k Employees , Fortune India 500 , 65 years old , Delhi/NCR +261 more,
Whitehat jr,3.5,"Job Security, Promotions / Appraisal, Work Satisfaction",,2.8k,9.7k,299,--,EdTech , 5k-10k Employees , Startup , 6 years old , Mumbai +51 more,
Ford Motor,4.4,"Company Culture, Work Life Balance, Salary & Benefits",,2.6k,14.2k,115,--,Automobile , 5k-10k Employees , Public , 121 years old , Dearborn +110 more,
Tata Capital,4.1,"Job Security, Company Culture, Skill Development / Learning",,2.8k,10.3k,129,1.5k,NBFC , 5k-10k Employees , Fortune India 500 , 17 years old , Mumbai +243 more,
Automatic Data Processing (ADP),4.1,"Job Security, Company Culture, Work Life Balance",,2.7k,20.2k,178,30,Software Product , 1k-5k Employees , Forbes Global 2000 , 75 years old , New Jersey +27 more,
Bharat Electronics,4.2,"Work Life Balance, Company Culture, Skill Development / Learning",Promotions / Appraisal,2.7k,11.5k,178,--,Electronics Manufacturing , 5k-10k Employees , Fortune India 500 , 70 years old , Bangalore/Bengaluru +55 more,
Cummins,4.4,"Company Culture, Work Life Balance, Skill Development / Learning",,2.7k,14.8k,190,35,Industrial Machinery , 1k-5k Employees , Fortune India 500 , 105 years old , Columbus +86 more,
ITC Infotech,3.8,"Work Life Balance, Job Security",Promotions / Appraisal,2.9k,28.1k,277,505,IT Services & Consulting , 10k-50k Employees , 24 years old , Bangalore/Bengaluru +54 more,,
Access Healthcare,3.9,"Job Security, Company Culture",Promotions / Appraisal,2.8k,19.3k,165,--,IT Services & Consulting , 5k-10k Employees , 13 years old , Dallas +33 more,,
R1 RCM,3.9,"Job Security, Company Culture, Work Life Balance",,2.8k,17k,232,189,Healthcare , 5k-10k Employees , 17 years old , Murray +32 more,,
American Express,4.2,"Company Culture, Work Life Balance, Job Security",,2.8k,21.3k,279,162,Financial Services , 10k-50k Employees , Forbes Global 2000 , 174 years old , New York City +41 more,
Alembic Pharmaceuticals,4.0,"Salary & Benefits, Work Life Balance",,2.7k,14k,180,71,Pharma , 10k-50k Employees , Public , 117 years old , Vadodara/Baroda +155 more,
Pidilite Industries,4.3,"Job Security, Company Culture, Work Life Balance",,2.7k,9.7k,169,--,Chemicals , 5k-10k Employees , Public , 65 years old , Mumbai +245 more,
Tata AIA Life Insurance,4.1,"Job Security, Salary & Benefits, Skill Development / Learning",,2.8k,11.9k,144,41,Insurance , 10k-50k Employees , 23 years old , Mumbai +336 more,,
UnitedHealth,4.1,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,2.5k,20.3k,77,--,Healthcare , 10k-50k Employees , Forbes Global 2000 , 47 years old , Minnetonka +16 more,
Hindalco Industries,4.2,"Job Security, Skill Development / Learning, Company Culture",,2.6k,10k,176,--,Metals & Mining , 10k-50k Employees , Public , 66 years old , Mumbai +90 more,
Alkem Laboratories,4.0,,,2.6k,9k,129,--,Pharma , 10k-50k Employees , Public , 51 years old , Mumbai +165 more,
Aakash Educational Services,3.6,"Work Life Balance, Promotions / Appraisal, Work Satisfaction",,2.7k,11.7k,243,57,EdTech , 5k-10k Employees , 36 years old , New Delhi +213 more,,
Publicis Sapient,3.6,"Promotions / Appraisal, Job Security, Work Satisfaction",,2.7k,27.8k,472,--,IT Services & Consulting , 10k-50k Employees , 34 years old , New York +29 more,,
Atos,3.8,"Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits",2.7k,27.6k,248,--,IT Services & Consulting , 10k-50k Employees , Forbes Global 2000 , 27 years old , Vilnius +42 more,
Utkarsh Small Finance Bank,3.9,,,2.7k,9.2k,184,40,Banking , 10k-50k Employees , Public , 15 years old , Varanasi +308 more,
DCB Bank,3.8,,,2.6k,9k,156,--,Banking , 5k-10k Employees , Fortune India 500 , 94 years old , Mumbai +307 more,
Hindustan Coca Cola Beverages,4.3,"Skill Development / Learning, Salary & Benefits, Job Security",,2.5k,7.1k,105,35,Beverage , 5k-10k Employees , 27 years old , Bangalore +217 more,,
Indian Air Force,4.7,"Job Security, Skill Development / Learning, Salary & Benefits",,2.5k,5k,42,--,Defence & Aerospace , 1 Lakh+ Employees , 92 years old , New Delhi +118 more,,
Vishal Mega Mart,3.9,Salary & Benefits,"Company Culture, Work Satisfaction, Job Security",2.6k,6.4k,140,--,Retail , 10k-50k Employees , 16 years old , Gurgaon/Gurugram +321 more,,
Barclays,4.0,"Job Security, Company Culture, Salary & Benefits",,2.7k,24.4k,199,--,Banking , 10k-50k Employees , Forbes Global 2000 , 334 years old , London +32 more,
Berger Paints,3.8,"Promotions / Appraisal, Work Life Balance, Work Satisfaction",,2.7k,8.7k,226,--,Chemicals , 1k-5k Employees , Public , 101 years old , Kolkata +264 more,
Marpu Foundation,4.9,"Company Culture, Work Satisfaction, Skill Development / Learning",,2.9k,23,34,--,Non-Profit , 51-200 Employees , 8 years old , Hyderabad/Secunderabad +60 more,,
Glenmark Pharmaceuticals,4.0,"Job Security, Skill Development / Learning, Salary & Benefits",,2.5k,11.2k,117,98,Pharma , 10k-50k Employees , Public , 47 years old , Mumbai +142 more,
Ipca Laboratories,4.0,"Job Security, Work Life Balance, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits",2.5k,11k,139,38,Pharma , 10k-50k Employees , Public , 75 years old , Mumbai +131 more,
Jindal Steel and Power,4.0,"Skill Development / Learning, Job Security",Promotions / Appraisal,2.5k,12.9k,244,--,Iron & Steel , 5k-10k Employees , Fortune India 500 , 45 years old , Delhi/NCR +125 more,
Bank of America,4.4,"Job Security, Work Life Balance, Company Culture",,2.6k,25.1k,191,--,Banking , 10k-50k Employees , Fortune India 500 , 26 years old , Charlotte +28 more,
Maersk,4.3,"Company Culture, Work Life Balance, Job Security",,2.5k,16.8k,156,28,Logistics , 10k-50k Employees , 120 years old , Copenhagen +37 more,,
DTDC Express,3.8,"Promotions / Appraisal, Salary & Benefits",,2.4k,8.1k,119,49,Logistics , 1k-5k Employees , 34 years old , Bangalore/Bengaluru +231 more,,
24/7 Customer,3.5,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",,2.5k,13.3k,166,31,BPO , 5k-10k Employees , 24 years old , San Jose +28 more,,
Aarti Industries,4.2,"Job Security, Work Life Balance, Skill Development / Learning",,2.5k,13.1k,249,34,Agro Chemicals , 5k-10k Employees , Public , 49 years old , Mumbai +43 more,
ABB Group,4.1,"Job Security, Company Culture, Work Life Balance",,2.4k,15.3k,169,3,Electrical Equipment , 1k-5k Employees , Public , 36 years old , Zurich +97 more,
Honda Motorcycle & Scooter,4.1,"Job Security, Work Life Balance, Company Culture",,2.5k,10.8k,126,--,Automobile , 10k-50k Employees , 23 years old , Gurgaon/Gurugram +223 more,,
Wipro Infotech,4.0,"Job Security, Skill Development / Learning, Company Culture",Promotions / Appraisal,2.4k,15.8k,160,--,IT Services & Consulting , 1 Lakh+ Employees (Global) , MNC , 79 years old , Bangalore +120 more,
Carelon Global Solutions,4.0,"Job Security, Salary & Benefits, Company Culture",,2.6k,23.8k,305,28,IT Services & Consulting , 10k-50k Employees , Hyderabad / Secunderabad +14 more,,,
Johnson Controls,3.7,"Promotions / Appraisal, Job Security, Work Satisfaction",,2.5k,15.1k,206,109,Industrial Automation , 5k-10k Employees , Public , 139 years old , Cork +50 more,
HDFC Ergo General Insurance,4.0,"Job Security, Company Culture, Work Life Balance",,2.5k,10.3k,117,--,Insurance , 10k-50k Employees , Public , 22 years old , Mumbai +239 more,
NatWest Group,4.0,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,2.4k,20.1k,158,--,Banking , 10k-50k Employees , Forbes Global 2000 , Gurgaon / Gurugram +22 more,,
PolicyBazaar,3.4,"Work Life Balance, Company Culture, Work Satisfaction",,2.6k,13.5k,221,--,Internet , 10k-50k Employees , Public , 16 years old , Gurgaon +95 more,
CMS IT Services,3.1,"Promotions / Appraisal, Salary & Benefits, Company Culture",,2.4k,10.5k,101,23,IT Services & Consulting , 5k-10k Employees , Startup , 10 years old , Bangalore +138 more,
Cogent E Services,3.3,"Salary & Benefits, Promotions / Appraisal, Work Satisfaction",,2.5k,8.5k,201,--,BPO , 10k-50k Employees , Conglomerate , 20 years old , Noida +36 more,
MRF Tyres,3.8,Job Security,"Company Culture, Work Satisfaction, Work Life Balance",2.4k,11.1k,248,--,Auto Components , 10k-50k Employees , Public , 78 years old , Chennai +163 more,
RBL Bank,3.7,"Promotions / Appraisal, Work Satisfaction",,2.5k,16.1k,151,--,Banking , 10k-50k Employees , Public , 81 years old , Mumbai +230 more,
Reliance Nippon Life Insurance,3.8,Promotions / Appraisal,,2.4k,7.9k,110,--,Insurance , 10k-50k Employees , 24 years old , Mumbai +439 more,,
Paras Hospital,4.6,"Skill Development / Learning, Company Culture, Work Life Balance",,2.5k,2.7k,65,34,Healthcare , 1k-5k Employees , 18 years old , Gurgaon/Gurugram +49 more,,
Reliance Digital,4.2,"Job Security, Skill Development / Learning, Company Culture",,2.5k,7.5k,86,--,Retail , 5k-10k Employees , 17 years old , Mumbai +312 more,,
PNB MetLife,3.5,"Job Security, Work Satisfaction, Promotions / Appraisal",,2.4k,7.7k,130,--,Insurance , 5k-10k Employees , Conglomerate , 23 years old , Mumbai +329 more,
Jubilant Foods Works,3.9,Skill Development / Learning,"Work Life Balance, Promotions / Appraisal",2.4k,7.5k,131,35,Hospitality , 10k-50k Employees , Public , 29 years old , Noida +202 more,
Escorts Kubota Limited,4.1,"Skill Development / Learning, Company Culture, Work Life Balance",,2.5k,10.8k,174,--,Automobile , 1k-5k Employees , Public , 80 years old , Faridabad +137 more,
GeBBS Healthcare Solutions,3.7,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",2.4k,10.7k,120,--,BPO , 5k-10k Employees , 19 years old , Culver City +19 more,,
Wipro Consumer Care & Lighting,3.9,Job Security,Promotions / Appraisal,2.3k,3.1k,49,--,FMCG , 1k-5k Employees , 79 years old , Bangalore/Bengaluru +96 more,,
Ceat Tyres,4.1,"Job Security, Company Culture, Skill Development / Learning",Promotions / Appraisal,2.4k,11.5k,135,--,Auto Components , 5k-10k Employees , Public , 66 years old , Mumbai +116 more,
Kotak Mahindara Life Insurance,3.9,Job Security,Promotions / Appraisal,2.4k,11.3k,183,9,Insurance , 10k-50k Employees , Public , 23 years old , Mumbai +214 more,
Dabur,3.8,Promotions / Appraisal,,2.4k,7.8k,173,32,FMCG , 5k-10k Employees , Public , 140 years old , Ghaziabad +255 more,
Axis Direct,3.9,Promotions / Appraisal,,2.1k,5.8k,70,16,Financial Services , 1k-5k Employees , 13 years old , San Mateo +257 more,,
JK Cement,4.2,"Salary & Benefits, Job Security, Company Culture",,2.4k,8.3k,205,--,Building Material , 1k-5k Employees , Public , 49 years old , Nimbahera +248 more,
Conduent,3.6,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",,2.4k,18.5k,160,--,BPO , 5k-10k Employees , 7 years old , Florham Park +22 more,,
InterGlobe Aviation,3.6,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",,2.4k,12.1k,319,--,Aviation , 10k-50k Employees , Fortune India 500 , 19 years old , Gurgaon/Gurugram +90 more,
Synechron,3.6,Salary & Benefits,"Job Security, Promotions / Appraisal",2.5k,27.1k,282,--,IT Services & Consulting , 10k-50k Employees , 23 years old , New York +27 more,,
Shoppers Stop,4.1,"Job Security, Company Culture, Skill Development / Learning",,2.3k,7.1k,93,--,Retail , 5k-10k Employees , Public , 33 years old , Mumbai +66 more,
Birlasoft,3.8,"Promotions / Appraisal, Salary & Benefits",,2.4k,28.1k,242,--,IT Services & Consulting , 10k-50k Employees , Public , 29 years old , Pune +36 more,
ACC,4.0,Promotions / Appraisal,,2.3k,9.5k,158,--,Building Material , 5k-10k Employees , Public , 88 years old , Mumbai +223 more,
Lenskart,3.3,"Promotions / Appraisal, Work Life Balance, Work Satisfaction",,2.5k,9.8k,235,147,Internet , 5k-10k Employees , Indian Unicorn , 14 years old , Faridabad +171 more,
HARMAN,3.9,Work Life Balance,Promotions / Appraisal,2.4k,24.1k,202,--,Consumer Electronics & Appliances , 5k-10k Employees , Public , 15 years old , Stamford +32 more,
ArcelorMittal Nippon Steel,4.1,"Job Security, Skill Development / Learning, Work Life Balance",,2.2k,9.5k,181,--,Iron & Steel , 5k-10k Employees , Conglomerate , Surat +71 more,,
Reliance SMSL,4.0,"Skill Development / Learning, Salary & Benefits, Work Life Balance",Promotions / Appraisal,2.3k,5.8k,136,--,BPO , 1k-5k Employees , Public , 17 years old , Mumbai +492 more,
GATI-KWE,4.0,"Skill Development / Learning, Job Security",Promotions / Appraisal,2.2k,5.8k,81,--,Logistics , 1k-5k Employees , 12 years old , Hyderabad/Secunderabad +156 more,,
Indiabulls Home Loans,3.8,"Promotions / Appraisal, Job Security",,2.1k,8.7k,88,--,NBFC , 5k-10k Employees , Public , 19 years old , Gurgaon/Gurugram +190 more,
